"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","Should throw exception when feedback not found","","Mon Jul 21 21:24:00 GMT 2025","passed","Mon Jul 21 21:24:00 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenFeedbackNotExists"
"","3","Should throw exception when grading criteria not found by ID","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getGradingCriteriaById_ShouldThrowException_WhenIdNotExists"
"","115","Should update grading criteria successfully when grading criteria exists","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldUpdateGradingCriteria_WhenIdExists"
"","9","Should return true when comment exists","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnTrue_WhenIdExists"
"","11","Should throw exception when deleting non-existent comment","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","deleteComment_ShouldThrowException_WhenIdNotExists"
"","132","Should create first version when no previous feedback exists","","Mon Jul 21 21:24:00 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldCreateFirstVersion_WhenNoPreviousFeedbackExists"
"","3","Should update comment successfully when comment exists","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldUpdateComment_WhenIdExists"
"","6","Should map feedback comment to DTO correctly","","Mon Jul 21 21:24:00 GMT 2025","passed","Mon Jul 21 21:24:00 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","mapToDto_ShouldMapCorrectly_WhenValidFeedbackComment"
"","3","Should return empty list when no grading criteria exist","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnEmptyList_WhenNoGradingCriteriaExist"
"","3","Should throw exception when dimension not found by ID","","Mon Jul 21 21:24:01 GMT 2025","passed","Mon Jul 21 21:24:01 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldThrowException_WhenIdNotExists"
