"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Should return true when dimension exists","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","dimensionExists_ShouldReturnTrue_WhenIdExists"
"","4","Should return grading criteria by ID successfully","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getGradingCriteriaById_ShouldReturnGradingCriteria_WhenIdExists"
"","22","Should throw exception when comment not found","","Fri Jul 25 11:04:44 GMT 2025","passed","Fri Jul 25 11:04:44 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenCommentNotExists"
"","6","Should get feedback comments by feedback ID successfully","","Fri Jul 25 11:04:44 GMT 2025","passed","Fri Jul 25 11:04:44 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldReturnComments_WhenFeedbackExists"
"","33","shouldReturnPaginatedAssessmentsByUser()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldReturnPaginatedAssessmentsByUser"
"","10","shouldCalculateCorrectWeightedAverage()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldCalculateCorrectWeightedAverage"
"","6","Should throw exception when feedback not found by ID","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldThrowException_WhenIdNotExists"
"","8","Should return all comments successfully","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getAllComments_ShouldReturnAllComments"
"","7","Should throw exception when updating non-existent grading criteria","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","5","Should throw exception when deleting non-existent grading criteria","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","707","shouldHandleEventPublishingFailureGracefully()","","Fri Jul 25 11:04:44 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldHandleEventPublishingFailureGracefully"
"","6","Should update comment successfully when comment exists","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldUpdateComment_WhenIdExists"
"","3","Should return all grading criteria successfully","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnAllGradingCriteria"
"","9","shouldThrowBadRequestForInvalidDimensionId()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowBadRequestForInvalidDimensionId"
"","4","Should return empty list when no grading criteria exist","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnEmptyList_WhenNoGradingCriteriaExist"
"","5","Should return empty list when no comments found by IDs","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnEmptyList_WhenNoIdsMatch"
"","8","Should check feedback exists successfully","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","feedbackExists_ShouldReturnTrue_WhenFeedbackExists"
"","11","Should create complete feedback successfully","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createCompleteFeedback_ShouldCreateCompleteFeedback_WhenValidDto"
"","8","shouldThrowResourceNotFoundWhenUpdateNonExistentAssessment()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowResourceNotFoundWhenUpdateNonExistentAssessment"
"","6","Should throw exception when grading criteria not found by ID","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getGradingCriteriaById_ShouldThrowException_WhenIdNotExists"
"","7","Should return empty list when no dimensions exist","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getAllDimensions_ShouldReturnEmptyList_WhenNoDimensionsExist"
"","142","Should update grading criteria successfully when grading criteria exists","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldUpdateGradingCriteria_WhenIdExists"
"","6","Should create new feedback version with incremented version","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldIncrementVersion_WhenPreviousVersionExists"
"","9","shouldHandleZeroWeightGracefully()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldHandleZeroWeightGracefully"
"","4","Should update dimension successfully when dimension exists","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateDimension_WhenIdExists"
"","13","shouldUpdateAssessmentSuccessfully()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldUpdateAssessmentSuccessfully"
"","4","Should throw exception when updating non-existent dimension","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldThrowException_WhenIdNotExists"
"","4","Should return comment by ID successfully","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldReturnComment_WhenIdExists"
"","136","Should create first version when no previous feedback exists","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldCreateFirstVersion_WhenNoPreviousFeedbackExists"
"","10","Should throw exception when deleting non-existent dimension","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldThrowException_WhenIdNotExists"
"","7","shouldThrowBadRequestWhenUpdateOtherUsersAssessment()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowBadRequestWhenUpdateOtherUsersAssessment"
"","4","Should create dimension successfully","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","createDimension_ShouldCreateDimension_WhenValidDto"
"","7","Should get feedback by ID successfully","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldReturnFeedback_WhenIdExists"
"","14","shouldThrowResourceNotFoundIfDimensionMissing()","","Fri Jul 25 11:04:45 GMT 2025","passed","Fri Jul 25 11:04:45 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldThrowResourceNotFoundIfDimensionMissing"
"","3048","Should create feedback comment successfully","","Fri Jul 25 11:04:41 GMT 2025","passed","Fri Jul 25 11:04:44 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldCreateFeedbackComment_WhenValidDto"
"","4","Should throw exception when comment not found by ID","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldThrowException_WhenIdNotExists"
"","4","Should delete grading criteria successfully when grading criteria exists","","Fri Jul 25 11:04:46 GMT 2025","passed","Fri Jul 25 11:04:46 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldDeleteGradingCriteria_WhenIdExists"
