"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Should throw exception when dimension not found by ID","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldThrowException_WhenIdNotExists"
"","2977","Should create feedback comment successfully","","Fri Jul 25 11:05:23 GMT 2025","passed","Fri Jul 25 11:05:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldCreateFeedbackComment_WhenValidDto"
"","3","Should delete grading criteria successfully when grading criteria exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldDeleteGradingCriteria_WhenIdExists"
"","13","Should throw exception when deleting non-existent comment","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","deleteComment_ShouldThrowException_WhenIdNotExists"
"","3","Should throw exception when updating non-existent grading criteria","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","4","Should throw exception when deleting non-existent grading criteria","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","3","Should update dimension successfully when dimension exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateDimension_WhenIdExists"
"","3","Should return dimension by ID successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldReturnDimension_WhenIdExists"
"","9","shouldCalculateCorrectWeightedAverage()","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldCalculateCorrectWeightedAverage"
"","3","Should return all grading criteria successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnAllGradingCriteria"
"","145","Should create first version when no previous feedback exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldCreateFirstVersion_WhenNoPreviousFeedbackExists"
"","5","Should return comment by ID successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldReturnComment_WhenIdExists"
"","12","Should throw exception when feedback not found","","Fri Jul 25 11:05:26 GMT 2025","passed","Fri Jul 25 11:05:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenFeedbackNotExists"
"","127","Should update grading criteria successfully when grading criteria exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldUpdateGradingCriteria_WhenIdExists"
"","4","Should throw exception when grading criteria not found by ID","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getGradingCriteriaById_ShouldThrowException_WhenIdNotExists"
"","3","Should return comments by IDs successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnComments_WhenIdsExist"
"","24","Should throw exception when comment not found","","Fri Jul 25 11:05:26 GMT 2025","passed","Fri Jul 25 11:05:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenCommentNotExists"
"","3","Should delete dimension successfully when dimension exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldDeleteDimension_WhenIdExists"
"","4","Should throw exception when comment not found by ID","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldThrowException_WhenIdNotExists"
"","4","Should delete comment successfully when comment exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","deleteComment_ShouldDeleteComment_WhenIdExists"
"","4","Should throw exception when updating non-existent dimension","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldThrowException_WhenIdNotExists"
"","6","Should throw exception when updating non-existent comment","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldThrowException_WhenIdNotExists"
"","9","Should throw exception when deleting non-existent dimension","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldThrowException_WhenIdNotExists"
"","3","Should not update when criteria name is null","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldNotUpdate_WhenCriteriaNameIsNull"
"","6","Should throw exception when feedback not found by ID","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldThrowException_WhenIdNotExists"
"","29","Should return empty list when no feedback comments exist","","Fri Jul 25 11:05:26 GMT 2025","passed","Fri Jul 25 11:05:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldReturnEmptyList_WhenNoCommentsExist"
"","11","shouldUpdateAssessmentSuccessfully()","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldUpdateAssessmentSuccessfully"
"","6","Should check feedback exists successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","feedbackExists_ShouldReturnTrue_WhenFeedbackExists"
"","3","Should return false when comment does not exist","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnFalse_WhenIdNotExists"
"","28","shouldReturnPaginatedAssessmentsByUser()","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","com.talentradar.assessment_service.service.AssessmentServiceImplTest","com.talentradar.assessment_service.service.AssessmentServiceImplTest","shouldReturnPaginatedAssessmentsByUser"
"","14","Should map feedback comment to DTO correctly","","Fri Jul 25 11:05:26 GMT 2025","passed","Fri Jul 25 11:05:26 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","mapToDto_ShouldMapCorrectly_WhenValidFeedbackComment"
"","4","Should update comment successfully when comment exists","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldUpdateComment_WhenIdExists"
"","3","Should create comment successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","createComment_ShouldCreateComment_WhenValidDto"
"","4","Should get feedback by manager ID successfully","","Fri Jul 25 11:05:27 GMT 2025","passed","Fri Jul 25 11:05:27 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackByManagerId_ShouldReturnFeedbackList_WhenManagerExists"
