"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","Should return false when comment does not exist","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnFalse_WhenIdNotExists"
"","2","Should return empty list when no grading criteria exist","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnEmptyList_WhenNoGradingCriteriaExist"
"","3","Should delete grading criteria successfully when grading criteria exists","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldDeleteGradingCriteria_WhenIdExists"
"","3","Should return dimension by ID successfully","","Tue Jul 22 06:53:17 GMT 2025","passed","Tue Jul 22 06:53:17 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldReturnDimension_WhenIdExists"
"","5","Should update only provided fields","","Tue Jul 22 06:53:17 GMT 2025","passed","Tue Jul 22 06:53:17 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateOnlyProvidedFields"
"","3","Should return empty list when no comments exist","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getAllComments_ShouldReturnEmptyList_WhenNoCommentsExist"
"","3","Should return true when grading criteria exists","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","gradingCriteriaExists_ShouldReturnTrue_WhenIdExists"
"","4","Should get feedback by ID successfully","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldReturnFeedback_WhenIdExists"
"","21","Should return empty list when no feedback comments exist","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldReturnEmptyList_WhenNoCommentsExist"
"","5","Should check feedback exists successfully","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","feedbackExists_ShouldReturnTrue_WhenFeedbackExists"
"","3","Should throw exception when updating non-existent grading criteria","","Tue Jul 22 06:53:16 GMT 2025","passed","Tue Jul 22 06:53:16 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","3","Should update dimension successfully when dimension exists","","Tue Jul 22 06:53:17 GMT 2025","passed","Tue Jul 22 06:53:17 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateDimension_WhenIdExists"
