"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","Should throw exception when feedback not found by ID","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldThrowException_WhenIdNotExists"
"","4","Should return empty list when no dimensions exist","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getAllDimensions_ShouldReturnEmptyList_WhenNoDimensionsExist"
"","3","Should throw exception when comment not found by ID","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldThrowException_WhenIdNotExists"
"","15","Should get complete feedback successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getCompleteFeedback_ShouldReturnCompleteFeedback_WhenIdExists"
"","7","Should return comment by ID successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentById_ShouldReturnComment_WhenIdExists"
"","3","Should throw exception when deleting non-existent grading criteria","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","3","Should handle empty ID list gracefully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnEmptyList_WhenEmptyIdList"
"","3","Should return all dimensions successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getAllDimensions_ShouldReturnAllDimensions"
"","11","Should return true when comment exists","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnTrue_WhenIdExists"
"","2","Should return true when dimension exists","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","dimensionExists_ShouldReturnTrue_WhenIdExists"
"","3","Should return empty list when no grading criteria exist","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnEmptyList_WhenNoGradingCriteriaExist"
"","3","Should throw exception when dimension not found by ID","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldThrowException_WhenIdNotExists"
"","3","Should create grading criteria successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","createGradingCriteria_ShouldCreateGradingCriteria_WhenValidDto"
"","12","Should check feedback exists successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","feedbackExists_ShouldReturnTrue_WhenFeedbackExists"
"","7","Should return all comments successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getAllComments_ShouldReturnAllComments"
"","4","Should return false when comment does not exist","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnFalse_WhenIdNotExists"
"","6","Should return empty list when no comments exist","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getAllComments_ShouldReturnEmptyList_WhenNoCommentsExist"
"","3","Should delete comment successfully when comment exists","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","deleteComment_ShouldDeleteComment_WhenIdExists"
"","3","Should delete dimension successfully when dimension exists","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldDeleteDimension_WhenIdExists"
"","3344","Should create feedback comment successfully","","Tue Jul 22 06:44:37 GMT 2025","passed","Tue Jul 22 06:44:40 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldCreateFeedbackComment_WhenValidDto"
"","16","Should handle null feedback comments list gracefully","","Tue Jul 22 06:44:40 GMT 2025","passed","Tue Jul 22 06:44:40 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldHandleNullGracefully"
"","13","Should get feedback comments by feedback ID successfully","","Tue Jul 22 06:44:40 GMT 2025","passed","Tue Jul 22 06:44:40 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldReturnComments_WhenFeedbackExists"
"","2","Should return dimension by ID successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldReturnDimension_WhenIdExists"
"","3","Should create dimension successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","createDimension_ShouldCreateDimension_WhenValidDto"
"","186","Should create first version when no previous feedback exists","","Tue Jul 22 06:44:40 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createNewFeedbackVersion_ShouldCreateFirstVersion_WhenNoPreviousFeedbackExists"
"","3","Should not update when criteria name is null","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldNotUpdate_WhenCriteriaNameIsNull"
"","8","Should get feedback by ID successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldReturnFeedback_WhenIdExists"
"","28","Should throw exception when comment not found","","Tue Jul 22 06:44:40 GMT 2025","passed","Tue Jul 22 06:44:40 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenCommentNotExists"
"","110","Should throw exception when deleting non-existent dimension","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldThrowException_WhenIdNotExists"
"","37","Should return empty list when no feedback comments exist","","Tue Jul 22 06:44:40 GMT 2025","passed","Tue Jul 22 06:44:40 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldReturnEmptyList_WhenNoCommentsExist"
"","5","Should not update when comment title is null","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldNotUpdate_WhenCommentTitleIsNull"
"","11","Should map feedback comment to DTO correctly","","Tue Jul 22 06:44:40 GMT 2025","passed","Tue Jul 22 06:44:40 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","mapToDto_ShouldMapCorrectly_WhenValidFeedbackComment"
"","5","Should update only provided fields","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateOnlyProvidedFields"
"","14","Should get feedback by manager ID successfully","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackByManagerId_ShouldReturnFeedbackList_WhenManagerExists"
"","2","Should update dimension successfully when dimension exists","","Tue Jul 22 06:44:41 GMT 2025","passed","Tue Jul 22 06:44:41 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","updateDimension_ShouldUpdateDimension_WhenIdExists"
