"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","Should throw exception when grading criteria not found by ID","","Mon Jul 21 22:39:26 GMT 2025","passed","Mon Jul 21 22:39:26 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getGradingCriteriaById_ShouldThrowException_WhenIdNotExists"
"","12","Should throw exception when feedback not found","","Mon Jul 21 22:39:25 GMT 2025","passed","Mon Jul 21 22:39:25 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenFeedbackNotExists"
"","13","Should create complete feedback successfully","","Mon Jul 21 22:39:25 GMT 2025","passed","Mon Jul 21 22:39:25 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createCompleteFeedback_ShouldCreateCompleteFeedback_WhenValidDto"
"","3","Should throw exception when dimension not found by ID","","Mon Jul 21 22:39:26 GMT 2025","passed","Mon Jul 21 22:39:26 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","getDimensionById_ShouldThrowException_WhenIdNotExists"
"","4","Should throw exception when updating non-existent comment","","Mon Jul 21 22:39:26 GMT 2025","passed","Mon Jul 21 22:39:26 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldThrowException_WhenIdNotExists"
"","4","Should return all comments successfully","","Mon Jul 21 22:39:26 GMT 2025","passed","Mon Jul 21 22:39:26 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getAllComments_ShouldReturnAllComments"
"","3","Should delete dimension successfully when dimension exists","","Mon Jul 21 22:39:26 GMT 2025","passed","Mon Jul 21 22:39:26 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldDeleteDimension_WhenIdExists"
"","13","Should map feedback comment to DTO correctly","","Mon Jul 21 22:39:25 GMT 2025","passed","Mon Jul 21 22:39:25 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","mapToDto_ShouldMapCorrectly_WhenValidFeedbackComment"
"","2683","Should create feedback comment successfully","","Mon Jul 21 22:39:22 GMT 2025","passed","Mon Jul 21 22:39:25 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldCreateFeedbackComment_WhenValidDto"
"","119","Should update grading criteria successfully when grading criteria exists","","Mon Jul 21 22:39:26 GMT 2025","passed","Mon Jul 21 22:39:26 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","updateGradingCriteria_ShouldUpdateGradingCriteria_WhenIdExists"
