"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","Should update comment successfully when comment exists","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldUpdateComment_WhenIdExists"
"","7","Should throw exception when feedback not found by ID","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldThrowException_WhenIdNotExists"
"","15","Should create complete feedback successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","createCompleteFeedback_ShouldCreateCompleteFeedback_WhenValidDto"
"","3","Should not update when comment title is null","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","updateComment_ShouldNotUpdate_WhenCommentTitleIsNull"
"","10","Should return all grading criteria successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","getAllGradingCriteria_ShouldReturnAllGradingCriteria"
"","10","Should return comments by IDs successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnComments_WhenIdsExist"
"","5","Should handle empty ID list gracefully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnEmptyList_WhenEmptyIdList"
"","12","Should throw exception when feedback not found","","Tue Jul 22 09:37:13 GMT 2025","passed","Tue Jul 22 09:37:13 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","createFeedbackComment_ShouldThrowException_WhenFeedbackNotExists"
"","10","Should return all comments successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getAllComments_ShouldReturnAllComments"
"","7","Should get feedback by ID successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackById_ShouldReturnFeedback_WhenIdExists"
"","10","Should get feedback by manager ID successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getFeedbackByManagerId_ShouldReturnFeedbackList_WhenManagerExists"
"","9","Should return empty list when no comments found by IDs","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","getCommentsByIds_ShouldReturnEmptyList_WhenNoIdsMatch"
"","4","Should throw exception when deleting non-existent grading criteria","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","deleteGradingCriteria_ShouldThrowException_WhenIdNotExists"
"","6","Should return false when comment does not exist","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","CommentService Tests","com.talentradar.assessment_service.service.CommentServiceImplTest","commentExists_ShouldReturnFalse_WhenIdNotExists"
"","27","Should return empty list when no feedback comments exist","","Tue Jul 22 09:37:13 GMT 2025","passed","Tue Jul 22 09:37:13 GMT 2025","","FeedbackCommentService Tests","com.talentradar.assessment_service.service.FeedbackCommentServiceImplTest","getFeedbackCommentsByFeedbackId_ShouldReturnEmptyList_WhenNoCommentsExist"
"","4","Should create grading criteria successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","createGradingCriteria_ShouldCreateGradingCriteria_WhenValidDto"
"","10","Should check feedback exists successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","feedbackExists_ShouldReturnTrue_WhenFeedbackExists"
"","3","Should return true when grading criteria exists","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","GradingCriteriaService Tests","com.talentradar.assessment_service.service.GradingCriteriaServiceImplTest","gradingCriteriaExists_ShouldReturnTrue_WhenIdExists"
"","2","Should return true when dimension exists","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","dimensionExists_ShouldReturnTrue_WhenIdExists"
"","125","Should throw exception when deleting non-existent dimension","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","DimensionDefinitionService Tests","com.talentradar.assessment_service.service.DimensionDefinitionServiceImplTest","deleteDimension_ShouldThrowException_WhenIdNotExists"
"","10","Should get complete feedback successfully","","Tue Jul 22 09:37:14 GMT 2025","passed","Tue Jul 22 09:37:14 GMT 2025","","FeedbackService Tests","com.talentradar.assessment_service.service.FeedbackServiceImplTest","getCompleteFeedback_ShouldReturnCompleteFeedback_WhenIdExists"
